YR,CLUB,AVG,G,AB,ABG,R,RG,H,HG,TB,TBG,2B,2bG,3B,3BG,HR,HRG,BB,BBG,SO,SOG,SB,SBG,CS,CSG,SLG,OBP
94,TOR,0.269,115,3962,34.45217391,566,4.92173913,1064,9.252173913,1676,14.57391304,209,1.817391304,29,0.252173913,115,1,387,3.365217391,691,6.008695652,78,0.67826087,26,0.226086957,0.423,0.334
94,LA,0.271,115,3941,34.26956522,540,4.695652174,1068,9.286956522,1643,14.28695652,166,1.443478261,29,0.252173913,117,1.017391304,371,3.226086957,691,6.008695652,74,0.643478261,37,0.32173913,0.417,0.334
94,BAL,0.272,112,3856,34.42857143,589,5.258928571,1047,9.348214286,1689,15.08035714,185,1.651785714,20,0.178571429,139,1.241071429,438,3.910714286,655,5.848214286,69,0.616071429,13,0.116071429,0.438,0.346
94,COL,0.274,117,4006,34.23931624,573,4.897435897,1098,9.384615385,1757,15.01709402,206,1.760683761,39,0.333333333,125,1.068376068,378,3.230769231,761,6.504273504,91,0.777777778,53,0.452991453,0.439,0.337
94,SD,0.275,117,4068,34.76923077,479,4.094017094,1117,9.547008547,1631,13.94017094,200,1.709401709,19,0.162393162,92,0.786324786,319,2.726495726,762,6.512820513,79,0.675213675,37,0.316239316,0.401,0.327
94,MIN,0.276,113,3952,34.97345133,594,5.256637168,1092,9.663716814,1686,14.92035398,239,2.115044248,23,0.203539823,103,0.911504425,359,3.17699115,635,5.619469027,93,0.82300885,30,0.265486726,0.427,0.337
94,HOU,0.278,115,3955,34.39130435,602,5.234782609,1099,9.556521739,1761,15.31304348,252,2.191304348,25,0.217391304,120,1.043478261,394,3.426086957,718,6.243478261,124,1.07826087,44,0.382608696,0.445,0.343
94,MON,0.278,114,4001,35.09649123,585,5.131578947,1111,9.745614035,1741,15.27192982,246,2.157894737,30,0.263157895,108,0.947368421,379,3.324561404,669,5.868421053,137,1.201754386,36,0.315789474,0.435,0.34
94,TEX,0.28,114,3983,34.93859649,613,5.377192982,1114,9.771929825,1738,15.24561404,198,1.736842105,27,0.236842105,124,1.087719298,437,3.833333333,730,6.403508772,82,0.719298246,35,0.307017544,0.436,0.351
94,CIN,0.286,115,3999,34.77391304,609,5.295652174,1142,9.930434783,1797,15.62608696,211,1.834782609,36,0.313043478,124,1.07826087,388,3.373913043,738,6.417391304,119,1.034782609,51,0.443478261,0.449,0.349
94,CHI,0.287,113,3942,34.88495575,633,5.601769912,1133,10.02654867,1749,15.47787611,175,1.548672566,39,0.345132743,121,1.07079646,497,4.398230088,568,5.026548673,77,0.681415929,27,0.238938053,0.444,0.367
94,CLE,0.29,113,4022,35.59292035,679,6.008849558,1165,10.30973451,1946,17.22123894,240,2.123893805,20,0.17699115,167,1.477876106,382,3.380530973,629,5.566371681,130,1.150442478,48,0.424778761,0.484,0.351
94,NY,0.29,113,3986,35.27433628,670,5.92920354,1155,10.22123894,1838,16.26548673,237,2.097345133,16,0.14159292,138,1.221238938,530,4.690265487,660,5.840707965,55,0.486725664,40,0.353982301,0.461,0.373
