26.1
7.33
54.39
16.6
23.47
28.42
48.41
55.64
31.03
31.46
50.72
24.86
22.3
29.3
23.56
3.77
69.98
83.96
75.23
24.39
60.42
27.34
58.8
26.66
1.65
34.17
60.58
77.32
32.54
55.18
15.59
51.35
21.69
16.97
51.51
9.34
16.25
16.07
172.16
14.67
11.76
4.61
54.99
