2000,"10,786.85"
2001,"10,021.50"
2002,"8,341.63"
2003,"10,453.92"
2004,"10,783.01"
2005,"10,717.50"
2006,"12,463.15"
2007,"13,264.82"
2008,"8,776.39"
2009,"10,428.05"
