14.1
10.2
12.2
13.7
13.6
8.1
14.3
13.7
14.1
14.6
13.9
12
12.8
13.6
13.3
14.3
12.4
12.4
12.4
10.5
11.5
12.7
12.8
15.3
9
10.7
14.9
13.9
13.7
14.3
14.4
13.4
15
13.8
12.4
14.1
13.1
13.8
13
12.2
11.5
12.6
12.3
15.5
16
17.8
15.6
12.6
14.1
13.5
14
